"OBJECTID","Oceans","Regions","SubRegions","Sampling.Method","Microplastics.Measurement.Density","Unit","Density.Class.Range","Concentration.Class","Latitude","Longitude","Date","x","y"
22249,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",6.3,"pieces/m3","1-10","High",27.7084,-82.6092,"16/05/2017",-9196014.079,3212259.196
22248,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",3.4,"pieces/m3","1-10","High",27.7084,-82.6092,"17/04/2017",-9196014.079,3212259.196
22154,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",4000,"pieces/m3",">=10","Very High",27.6934,-82.5559,"19/06/2017",-9190080.75,3210373.249
22155,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.6934,-82.5559,"24/07/2017",-9190080.75,3210373.249
22170,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.7084,-82.6092,"16/05/2017",-9196014.079,3212259.196
22247,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Plankton net",6.6,"pieces/m3","1-10","High",27.7084,-82.6092,"19/12/2016",-9196014.079,3212259.196
22169,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.7084,-82.6092,"17/04/2017",-9196014.079,3212259.196
22172,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.7084,-82.6092,"24/07/2017",-9196014.079,3212259.196
22166,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.7084,-82.6092,"20/09/2016",-9196014.079,3212259.196
22163,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",4000,"pieces/m3",">=10","Very High",27.7084,-82.6092,"20/06/2016",-9196014.079,3212259.196
22148,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.6934,-82.5559,"15/08/2016",-9190080.75,3210373.249
22146,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.6934,-82.5559,"20/06/2016",-9190080.75,3210373.249
22149,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.6934,-82.5559,"20/09/2016",-9190080.75,3210373.249
22147,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.6934,-82.5559,"25/07/2016",-9190080.75,3210373.249
22150,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.6934,-82.5559,"24/10/2016",-9190080.75,3210373.249
22152,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.6934,-82.5559,"17/04/2017",-9190080.75,3210373.249
22151,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.6934,-82.5559,"15/11/2016",-9190080.75,3210373.249
22153,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.6934,-82.5559,"16/05/2017",-9190080.75,3210373.249
15896,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.6885,-82.7383,"24/02/2019",-9210385.425,3209757.229
22164,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.7084,-82.6092,"25/07/2016",-9196014.079,3212259.196
16280,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.7208,-82.7422,"06/05/2019",-9210819.571,3213818.442
16363,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.7233,-82.7432,"19/05/2019",-9210930.891,3214132.828
16281,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.7279,-82.7458,"06/05/2019",-9211220.321,3214711.316
16447,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","1-2","Low",27.7347,-82.7513,"23/05/2019",-9211832.578,3215566.518
17014,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","1-2","Low",27.7714,-82.6281,"14/11/2019",-9198118.017,3220183.011
22257,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Shipek grab sampler",380,"pieces kg-1 d.w.",">200","Very High",27.73,-82.7,"21/03/2017",-9206121.889,3214975.417
22259,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Shipek grab sampler",110,"pieces kg-1 d.w.","20-150","Medium",27.6279,-82.6415,"21/03/2017",-9199609.698,3202140.977
22207,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",5000,"pieces/m3",">=10","Very High",27.6279,-82.6415,"24/10/2016",-9199609.698,3202140.977
22212,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.6279,-82.6415,"24/07/2017",-9199609.698,3202140.977
22210,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.6279,-82.6415,"16/05/2017",-9199609.698,3202140.977
22206,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.6279,-82.6415,"20/09/2016",-9199609.698,3202140.977
22205,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",1000,"pieces/m3",">=10","Very High",27.6279,-82.6415,"15/08/2016",-9199609.698,3202140.977
16318,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.6462,-82.7172,"13/05/2019",-9208036.584,3204440.489
16122,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.6528,-82.6757,"10/04/2019",-9203416.825,3205269.916
15633,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.6148,-82.7371,"08/12/2018",-9210251.842,3200495.114
22209,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.6279,-82.6415,"17/04/2017",-9199609.698,3202140.977
22204,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.6279,-82.6415,"25/07/2016",-9199609.698,3202140.977
22203,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",0,"pieces/m3","0-0.0005","Very Low",27.6279,-82.6415,"20/06/2016",-9199609.698,3202140.977
22211,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",2000,"pieces/m3",">=10","Very High",27.6279,-82.6415,"19/06/2017",-9199609.698,3202140.977
15892,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.6217,-82.7374,"23/02/2019",-9210285.238,3201361.994
22208,"Atlantic Ocean","Gulf of Mexico","Tampa Bay","Van Dorn sampler",3000,"pieces/m3",">=10","Very High",27.6279,-82.6415,"15/11/2016",-9199609.698,3202140.977
15634,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.6194,-82.7367,"08/12/2018",-9210207.314,3201073.028
19688,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9742,-96.945,"24/06/2021",-10791868.035,3245721.389
18064,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9622,-96.9563,"19/03/2020",-10793125.945,3244208.91
19049,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9704,-96.9484,"04/02/2021",-10792246.521,3245242.419
17921,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9718,-96.9475,"27/02/2020",-10792146.334,3245418.88
19780,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9789,-96.9405,"23/07/2021",-10791367.097,3246313.823
19971,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9777,-96.9417,"23/09/2021",-10791500.681,3246162.561
16043,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9807,-96.9383,"28/03/2019",-10791122.194,3246540.719
15775,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.9771,-82.8299,"02/02/2019",-9220582.29,3246086.93
15893,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.9744,-82.8302,"24/02/2019",-9220615.686,3245746.599
16429,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.9607,-82.8318,"23/05/2019",-9220793.797,3244019.862
16209,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9569,-96.9609,"25/04/2019",-10793638.015,3243540.952
19513,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9569,-96.9609,"13/05/2021",-10793638.015,3243540.952
18065,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9616,-96.9569,"19/03/2020",-10793192.737,3244133.29
15776,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.9595,-82.8314,"02/02/2019",-9220749.27,3243868.625
16287,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.9613,-82.8317,"07/05/2019",-9220782.666,3244095.481
19689,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.957,-96.961,"24/06/2021",-10793649.147,3243553.554
16428,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.9617,-82.8316,"23/05/2019",-9220771.534,3244145.893
18249,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9565,-96.9612,"04/06/2020",-10793671.411,3243490.541
19050,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9565,-96.9612,"04/02/2021",-10793671.411,3243490.541
18357,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9565,-96.9611,"07/07/2020",-10793660.279,3243490.541
18244,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9566,-96.9611,"04/06/2020",-10793660.279,3243503.144
18862,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.9567,-96.9611,"10/12/2020",-10793660.279,3243515.746
18331,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9566,-96.9612,"07/07/2020",-10793671.411,3243503.144
19297,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9569,-96.9615,"18/03/2021",-10793704.807,3243540.952
19946,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","1-2","Low",27.9566,-96.9611,"16/09/2021",-10793660.279,3243503.144
16551,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9553,-96.963,"20/06/2019",-10793871.786,3243339.31
17976,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9561,-96.9621,"05/03/2020",-10793771.598,3243440.131
15739,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9561,-96.962,"24/01/2019",-10793760.466,3243440.131
16041,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9558,-96.9618,"28/03/2019",-10793738.202,3243402.323
18296,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9561,-96.9617,"22/06/2020",-10793727.07,3243440.131
15738,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9561,-96.962,"24/01/2019",-10793760.466,3243440.131
16040,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9562,-96.9615,"28/03/2019",-10793704.807,3243452.733
19142,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.9562,-96.9615,"25/02/2021",-10793704.807,3243452.733
15632,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9432,-96.9732,"06/12/2018",-10795007.245,3241814.495
19143,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.9434,-96.9731,"25/02/2021",-10794996.113,3241839.697
15852,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9436,-96.9729,"18/02/2019",-10794973.849,3241864.899
19051,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9438,-96.9728,"04/02/2021",-10794962.717,3241890.101
18319,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9533,-96.9647,"05/06/2020",-10794061.029,3243087.263
18066,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9536,-96.9642,"19/03/2020",-10794005.369,3243125.07
18067,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9542,-96.9636,"19/03/2020",-10793938.577,3243200.684
17922,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9551,-96.9629,"27/02/2020",-10793860.654,3243314.105
17162,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9344,-96.9811,"25/11/2019",-10795886.669,3240705.645
15824,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9359,-96.9796,"14/02/2019",-10795719.689,3240894.647
16038,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9349,-96.9802,"28/03/2019",-10795786.481,3240768.646
15698,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9359,-96.9796,"10/01/2019",-10795719.689,3240894.647
19144,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","1-2","Low",27.9364,-96.9792,"25/02/2021",-10795675.162,3240957.648
15697,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9359,-96.9796,"10/01/2019",-10795719.689,3240894.647
18954,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9361,-96.9796,"15/01/2021",-10795719.689,3240919.848
16249,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9365,-96.9793,"29/04/2019",-10795686.293,3240970.249
19052,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.929,-96.9858,"04/02/2021",-10796409.87,3240025.259
17923,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9298,-96.9848,"27/02/2020",-10796298.551,3240126.055
19514,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.931,-96.9839,"13/05/2021",-10796198.363,3240277.25
18498,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9324,-96.9827,"28/08/2020",-10796064.78,3240453.646
19234,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9339,-96.9814,"11/03/2021",-10795920.064,3240642.645
19713,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9325,-96.9825,"01/07/2021",-10796042.516,3240466.246
17256,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9332,-96.982,"25/11/2019",-10795986.856,3240554.445
16039,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9344,-96.9807,"28/03/2019",-10795842.141,3240705.645
19947,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","1-2","Low",27.9271,-96.9872,"16/09/2021",-10796565.717,3239785.873
16046,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9125,-96.9994,"28/03/2019",-10797923.815,3237946.514
20987,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9154,-96.9973,"21/04/2022",-10797690.044,3238311.846
20988,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9158,-96.997,"22/04/2022",-10797656.648,3238362.238
19760,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9203,-96.993,"15/07/2021",-10797211.371,3238929.154
19715,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9123,-96.9995,"01/07/2021",-10797934.947,3237921.319
19948,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.9271,-96.9876,"16/09/2021",-10796610.245,3239785.873
19367,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9281,-96.9865,"08/04/2021",-10796487.794,3239911.865
19714,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9121,-96.9997,"01/07/2021",-10797957.211,3237896.124
18504,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.8937,-97.0141,"03/09/2020",-10799560.212,3235578.39
16550,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9005,-97.0094,"20/06/2019",-10799037.01,3236434.898
15850,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9009,-97.0089,"18/02/2019",-10798981.35,3236485.282
19972,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9061,-97.0045,"23/09/2021",-10798491.545,3237140.298
15851,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9007,-97.0091,"18/02/2019",-10799003.614,3236460.09
19781,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9039,-97.0064,"23/07/2021",-10798703.052,3236863.172
16210,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.8991,-97.0106,"25/04/2019",-10799170.594,3236258.554
16047,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.9119,-96.9998,"28/03/2019",-10797968.343,3237870.929
15663,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.8682,-97.0324,"22/12/2018",-10801597.358,3232366.964
15910,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.843,-82.8414,"02/03/2019",-9221862.465,3229194.063
16091,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.872,-97.0296,"04/04/2019",-10801285.664,3232845.482
16250,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.8812,-97.0229,"29/04/2019",-10800539.823,3234004.067
18320,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.8843,-97.0208,"05/06/2020",-10800306.052,3234394.482
18544,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.8878,-82.8513,"19/09/2020",-9222964.528,3234835.287
18546,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.8431,-82.8415,"20/09/2020",-9221873.597,3229206.652
18545,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.8937,-82.8504,"19/09/2020",-9222864.34,3235578.39
15695,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.8515,-97.0419,"10/01/2019",-10802654.894,3230264.205
15696,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.8515,-97.0419,"10/01/2019",-10802654.894,3230264.205
15848,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.8517,-97.0421,"18/02/2019",-10802677.158,3230289.386
15849,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.8515,-97.0422,"18/02/2019",-10802688.289,3230264.205
16036,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.8521,-97.0414,"28/03/2019",-10802599.234,3230339.748
16037,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.8527,-97.0412,"28/03/2019",-10802576.97,3230415.291
15723,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.8666,-97.0328,"20/01/2019",-10801641.886,3232165.488
15664,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.8666,-97.0328,"22/12/2018",-10801641.886,3232165.488
19806,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","1-2","Low",27.8352,-97.0465,"27/07/2021",-10803166.963,3228212.123
20637,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","2-40","Medium",27.8494,-97.0425,"16/02/2022",-10802721.685,3229999.809
19793,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","1-2","Low",27.8353,-97.0467,"27/07/2021",-10803189.227,3228224.712
16523,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.8408,-97.0456,"08/06/2019",-10803066.776,3228917.098
18395,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.8355,-97.0473,"29/07/2020",-10803256.019,3228249.889
19145,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","0","Very Low",27.8501,-97.0419,"25/02/2021",-10802654.894,3230087.94
16211,"Atlantic Ocean","Gulf of Mexico","","Hand picking",NA,"pieces/10 mins","40-200","High",27.8511,-97.0419,"25/04/2019",-10802654.894,3230213.843
